ID,Age,Gender,Race,City,State,Latitude,Longitude,Cause_of_Death,Mental_Illness,Year
20583,37,Male,European-American/White,Princeton,NC,35.479249,-78.228967,Tasered,No,2016
20584,27,Male,Hispanic/Latino,Gilbert,AZ,33.3356575,-111.7729691,Gunshot,No,2016
20585,66,Male,Race unspecified,Livermore,CA,37.6745274,-121.7566084,Gunshot,No,2016
20586,60,Male,Race unspecified,Fort Wayne,IN,41.0850517,-85.1541151,Gunshot,Unknown,2016
20587,30,Male,European-American/White,East Bernstadt,KY,37.1902454,-84.1078007,Gunshot,No,2016
20588,66,Male,European-American/White,Mount Ida,AR,34.5567637,-93.6340814,Gunshot,Unknown,2016
20589,51,Male,Hispanic/Latino,Stevinson,CA,37.3276498,-120.8511249,Vehicle,No,2016
20590,43,Male,European-American/White,Houston,TX,29.775638,-95.178958,Gunshot,Yes,2016
20591,25,Male,Race unspecified,Chicago,IL,41.820582,-87.744214,Drowned,Unknown,2016
20592,22,Male,European-American/White,Beaumont,TX,30.070871,-94.141466,Gunshot,No,2016
20593,34,Male,European-American/White,Buffalo,NY,42.935915,-78.715136,Gunshot,No,2016
20594,42,Male,European-American/White,Bismarck,ND,46.8089534,-100.7427999,Gunshot,No,2016
20595,51,Male,European-American/White,Azle,TX,32.864083,-97.5137048,Gunshot,No,2016
20596,41,Male,Hispanic/Latino,South Gate,CA,33.9406938,-118.1755234,Gunshot,No,2016
20597,42,Male,European-American/White,Joliet,MT,45.481793,-108.971371,Gunshot,No,2016
20598,49,Male,European-American/White,Rochester,NY,43.2376877,-77.6228607,Gunshot,No,2016
20599,45,Male,European-American/White,San Jose,CA,37.3236301,-121.8783621,Gunshot,No,2016
20600,45,Male,European-American/White,Topeka,KS,39.055537,-95.6823859,Gunshot,No,2016
20601,28,Male,Hispanic/Latino,Stockton,CA,37.9398679,-121.286277,Asphyxiated/Restrained,No,2016
20602,41,Male,Hispanic/Latino,Carlsbad,NM,32.4217803,-104.2802851,Gunshot,No,2016
20603,52,Male,Race unspecified,Liberty,MO,39.236826,-94.4195201,Gunshot,Yes,2016
20604,33,Male,African-American/Black,San Bernardino,CA,34.1083812,-117.300942,Vehicle,No,2016
20605,27,Male,European-American/White,Tampa,FL,28.0836467,-82.4624204,Gunshot,Yes,2016
20606,33,Female,European-American/White,Westminster,CO,39.8671712,-105.085495,Vehicle,No,2016
20607,56,Male,European-American/White,Chino,CA,34.0448386,-117.6827045,Gunshot,Unknown,2016
20608,22,Male,African-American/Black,Reno,NV,39.6049266,-119.8558755,Gunshot,Yes,2016
20609,34,Male,African-American/Black,Los Angeles,CA,34.0108183,-118.3223819,Vehicle,No,2016
20610,37,Male,European-American/White,Biloxi,MS,30.4225685,-88.9742314,Gunshot,Unknown,2016
20611,50,Male,European-American/White,Odessa,TX,31.8886817,-102.373296,Gunshot,Yes,2016
20612,52,Male,European-American/White,Lakehills,TX,29.5934893,-98.9455731,Medical emergency,Drug or alcohol use,2016
20613,21,Male,Hispanic/Latino,Long Beach,CA,33.8776896,-118.2027059,Gunshot,No,2016
20614,23,Male,Hispanic/Latino,Colorado City,CO,37.9614695,-104.7943727,Gunshot,No,2016
20615,25,Male,African-American/Black,Norfolk,VA,36.9296513,-76.2436771,Gunshot,No,2016
20616,46,Male,European-American/White,Clinton,IL,40.1452192,-88.9553872,Gunshot,Yes,2016
20617,51,Male,European-American/White,Rosalia,KS,37.8101896,-96.5942031,Gunshot,No,2016
20618,23,Male,Hispanic/Latino,Newark,CA,37.5400138,-122.0276843,Gunshot,No,2016
20620,20,Male,African-American/Black,Houston,TX,29.9936767,-95.4866628,Gunshot,No,2016
20621,37,Male,African-American/Black,Houston,TX,29.7773156,-95.3394298,Gunshot,Yes,2016
20622,24,Male,African-American/Black,Chester,PA,39.843614,-75.3671967,Gunshot,No,2016
20623,43,Male,European-American/White,Greensboro,NC,36.1077244,-79.8091666,Gunshot,No,2016
20624,52,Male,European-American/White,Bowling Green,KY,36.9432674,-86.4471721,Tasered,Drug or alcohol use,2016
20625,49,Male,European-American/White,Birch Run,MI,43.2486277,-83.7730388,Vehicle,Yes,2016
20626,28,Male,African-American/Black,Landover,MD,38.9170672,-76.8759246,Gunshot,No,2016
20627,26,Male,European-American/White,Piedmont,AL,33.9245454,-85.6113501,Gunshot,No,2016
20628,30,Male,European-American/White,Lenoir City,TN,35.8290162,-84.2815536,Gunshot,Drug or alcohol use,2016
20629,38,Female,European-American/White,Vancouver,WA,45.6813175,-122.5745971,Gunshot,Yes,2016
20630,45,Male,European-American/White,Glendale,CA,34.1463326,-118.2471899,Gunshot,Yes,2016
20631,16,Male,Hispanic/Latino,Addison,TX,32.9400024,-96.8557398,Gunshot,No,2016
20632,29,Male,African-American/Black,Chicago,IL,41.8710302,-87.7181233,Gunshot,No,2016
20633,33,Male,African-American/Black,Tucson,AZ,32.2398059,-110.9011857,Gunshot,Unknown,2016
20634,42,Male,European-American/White,Fort Worth,TX,32.7309319,-97.4957204,Gunshot,No,2016
20635,34,Male,European-American/White,Russellville,KY,36.8508644,-86.8918894,Gunshot,No,2016
20636,38,Male,European-American/White,Evansville,IN,37.9929525,-87.5095105,Gunshot,No,2016
20637,38,Male,European-American/White,Willow Park,TX,32.731819,-97.622604,Gunshot,Drug or alcohol use,2016
20638,13,Male,African-American/Black,Baltimore,MD,39.3185296,-76.6526122,Vehicle,No,2016
20639,16,Male,African-American/Black,Baltimore,MD,39.3185296,-76.6526122,Vehicle,No,2016
20640,40,Male,European-American/White,Lilesville,NC,35.0204217,-79.8940806,Gunshot,No,2016
20641,33,Male,Hispanic/Latino,San Antonio,TX,29.3627304,-98.4894756,Gunshot,No,2016
20642,23,Male,Hispanic/Latino,Los Angeles,CA,33.9811937,-118.2411736,Gunshot,No,2016
20643,55,Male,Hispanic/Latino,Bronx,NY,40.8079247,-73.9225994,Asphyxiated/Restrained,Drug or alcohol use,2016
20644,25,Male,Hispanic/Latino,Apple Valley,CA,34.5071819,-117.2253505,Gunshot,No,2016
20646,30,Male,African-American/Black,Houston,TX,29.929321,-95.4105634,Gunshot,No,2016
20647,29,Male,African-American/Black,Houston,TX,29.929321,-95.4105634,Gunshot,No,2016
20648,38,Male,Asian/Pacific Islander,Burnsville,MN,44.7746951,-93.3170555,Gunshot,No,2016
20649,53,Male,Asian/Pacific Islander,Tampa,FL,27.888922,-82.4991115,Gunshot,No,2016
20650,54,Female,Asian/Pacific Islander,Lubbock,TX,33.5778123,-101.8552625,Vehicle,No,2016
20651,44,Male,European-American/White,Conway,SC,33.6913605,-78.9983368,Gunshot,Yes,2016
20652,37,Male,European-American/White,Midland,PA,40.698386,-80.4934,Gunshot,Drug or alcohol use,2016
20653,17,Male,African-American/Black,Greenville,SC,34.837258,-82.381533,Gunshot,No,2016
20654,49,Male,European-American/White,Byron,CA,37.878525,-121.64742,Gunshot,No,2016
20655,60,Male,European-American/White,Idaho Falls,ID,43.4701735,-111.9914279,Gunshot,No,2016
20656,25,Female,African-American/Black,Norfolk,VA,36.9265566,-76.1909179,Gunshot,No,2016
20657,21,Male,African-American/Black,Park Forest,IL,41.4765106,-87.6861845,Gunshot,No,2016
20658,35,Male,African-American/Black,Port Richey,FL,28.2907375,-82.6793257,Tasered,No,2016
20659,23,Male,European-American/White,White Plains,KY,37.1418509,-87.415275,Gunshot,No,2016
20660,24,Male,European-American/White,Covington,LA,30.4256261,-90.0602948,Gunshot,No,2016
20661,38,Male,Middle Eastern,Maricopa,AZ,33.0468027,-112.0516197,Gunshot,No,2016
20662,16,Male,African-American/Black,Gainesville,FL,29.6404206,-82.4055113,Gunshot,Yes,2016
20663,61,Male,European-American/White,Hopewell,VA,37.2911428,-77.2888827,Gunshot,No,2016
20664,35,Male,European-American/White,Russiaville,IN,40.4141504,-86.2744378,Gunshot,No,2016
20665,55,Male,European-American/White,Fort Littleton,PA,40.0505088,-77.9597247,Gunshot,No,2016
20666,62,Male,Hispanic/Latino,Fort Wayne,IN,41.0496417,-85.1332755,Gunshot,No,2016
20667,21,Male,Hispanic/Latino,Houston,TX,29.7637038,-95.3594914,Drowned,Unknown,2016
20668,34,Male,African-American/Black,Jackson,MS,32.3246909,-90.2301333,Vehicle,No,2016
20669,25,Male,European-American/White,Stamford,CT,41.1135038,-73.5278929,Gunshot,No,2016
20670,76,Male,European-American/White,Burlington,VT,44.4769761,-73.2158345,Gunshot,Yes,2016
20671,28,Male,European-American/White,Greensburg,PA,40.27928,-79.5471946,Gunshot,No,2016
20672,43,Male,European-American/White,Spencerville,OH,40.6729009,-84.3175933,Gunshot,Yes,2016
20673,33,Male,European-American/White,Fredericksburg,VA,38.2808636,-77.4786511,Gunshot,No,2016
20674,25,Male,Hispanic/Latino,Palmetto Bay,FL,25.5998868,-80.3359092,Gunshot,No,2016
20675,30,Male,African-American/Black,Memphis,TN,35.2113734,-89.9457056,Gunshot,Yes,2016
20676,51,Male,European-American/White,Thornton,CO,39.8526338,-104.9823125,Gunshot,No,2016
20677,38,Male,European-American/White,Ventura,CA,34.2593774,-119.2088773,Gunshot,No,2016
20678,32,Male,European-American/White,Okaloosa Island,FL,30.3966304,-86.6008301,Gunshot,No,2016
20679,34,Male,Hispanic/Latino,Fresno,CA,36.770475,-119.7906315,Gunshot,No,2016
20680,21,Male,African-American/Black,Richmond,TX,29.6868948,-95.6930943,Gunshot,No,2016
20681,22,Male,African-American/Black,Blue Springs,MO,38.9993708,-94.2737377,Gunshot,No,2016
20682,24,Male,African-American/Black,Pawtucket,RI,41.8905642,-71.3710211,Gunshot,No,2016
20683,66,Male,European-American/White,Cape Coral,FL,26.6743828,-82.0600795,Gunshot,Unknown,2016
20684,29,Male,European-American/White,Redlands,CA,34.0608958,-117.1809505,Gunshot,No,2016
20685,44,Male,European-American/White,Braintree,MA,42.1683929,-71.0027436,Gunshot,No,2016
20686,48,Male,Hispanic/Latino,Pueblo,CO,38.2937092,-104.6252116,Gunshot,No,2016
20687,19,Male,Hispanic/Latino,Albuquerque,NM,35.0284477,-106.9510475,Gunshot,No,2016
20688,40,Male,European-American/White,Las Vegas,NV,36.0990416,-115.1083293,Gunshot,Yes,2016
20689,33,Male,European-American/White,Roswell,NM,33.3848993,-104.5546989,Gunshot,No,2016
20690,46,Male,European-American/White,Tampa,FL,28.0804697,-82.4266069,Gunshot,No,2016
20691,55,Male,European-American/White,Myrtle Beach,SC,33.7112497,-78.882302,Gunshot,Yes,2016
20692,36,Male,European-American/White,Grundy,VA,37.2853345,-82.0661847,Gunshot,Yes,2016
20693,18,Male,European-American/White,Shelbyville,MI,42.630422,-85.642497,Gunshot,No,2016
20694,25,Male,European-American/White,Waukee,IA,41.5617993,-93.8849909,Vehicle,Drug or alcohol use,2016
20695,30,Female,European-American/White,Waukee,IA,41.5617993,-93.8849909,Vehicle,No,2016
20696,32,Female,European-American/White,Waukee,IA,41.5617993,-93.8849909,Vehicle,No,2016
20697,50,Female,European-American/White,Frankfort,IN,40.2879583,-86.5194507,Gunshot,No,2016
20698,39,Male,Hispanic/Latino,Lowell,MA,42.6317907,-71.3167432,Gunshot,Unknown,2016
20699,34,Male,Hispanic/Latino,Waukee,IA,41.5617993,-93.8849909,Vehicle,No,2016
20700,18,Male,African-American/Black,Kinston,NC,35.33212,-77.635437,Gunshot,No,2016
20701,47,Male,African-American/Black,Arlington,TX,32.6673991,-97.1355678,Fell from a height,Unknown,2016
20702,34,Male,European-American/White,Lee's Summit,MO,38.989028,-94.3863343,Gunshot,No,2016
20703,33,Male,European-American/White,Splendora,TX,30.2333,-95.1811,Gunshot,Unknown,2016
20704,35,Male,European-American/White,Little Rock,AR,34.723433,-92.193432,Gunshot,Unknown,2016
20705,27,Female,Native American/Alaskan,Winslow,AZ,35.0264256,-110.7025117,Gunshot,No,2016
20706,19,Male,African-American/Black,Smyrna,TN,35.9877919,-86.5327971,Vehicle,Unknown,2016
20707,30,Male,Race unspecified,San Bernardino,CA,34.1008423,-117.313841,Vehicle,No,2016
20708,26,Male,Hispanic/Latino,San Bernardino,CA,34.1008423,-117.313841,Vehicle,No,2016
20709,51,Male,European-American/White,Piedmont,SC,34.7835562,-82.4160112,Gunshot,Yes,2016
20710,46,Male,European-American/White,Clearlake,CA,38.9730142,-122.6542898,Gunshot,No,2016
20711,50,Female,European-American/White,Fleming Township,MN,46.6206768,-93.5702639,Gunshot,Yes,2016
20712,16,Female,European-American/White,Portales,NM,34.1787436,-103.3384278,Vehicle,No,2016
20713,33,Male,European-American/White,Los Angeles,CA,34.012382,-118.126995,Gunshot,No,2016
20714,52,Male,European-American/White,Jackson,GA,33.2817525,-83.9633106,Gunshot,No,2016
20715,36,Female,European-American/White,Lemoore,CA,36.2648817,-119.8713623,Vehicle,No,2016
20716,25,Male,Hispanic/Latino,Glendale,AZ,33.5094006,-112.2032339,Gunshot,No,2016
20717,29,Male,Hispanic/Latino,Lemoore,CA,36.2648817,-119.8713623,Vehicle,No,2016
20718,43,Male,African-American/Black,Baltimore,MD,39.3090543,-76.6104761,Gunshot,No,2016
20719,18,Male,African-American/Black,Baltimore,MD,39.3090543,-76.6104761,Gunshot,No,2016
20720,34,Male,African-American/Black,Richmond,VA,37.571874,-77.4656995,Gunshot,No,2016
20721,67,Male,African-American/Black,Hackensack,NJ,40.9035925,-74.0515987,Vehicle,No,2016
20722,31,Male,African-American/Black,Las Vegas,NV,36.3269859,-115.2959831,Gunshot,No,2016
20723,15,Female,African-American/Black,St. Petersburg,FL,27.8499736,-82.6689911,Drowned,No,2016
20724,16,Female,African-American/Black,St. Petersburg,FL,27.8499736,-82.6689911,Drowned,No,2016
20725,15,Female,African-American/Black,St. Petersburg,FL,27.8499736,-82.6689911,Drowned,No,2016
20727,34,Male,African-American/Black,Carencro,LA,30.2978148,-92.0703534,Vehicle,No,2016
20728,65,Male,Hispanic/Latino,Lockhart,TX,29.873895,-97.670155,Gunshot,No,2016
20729,37,Male,Hispanic/Latino,Odessa,TX,31.869146,-102.3202152,Gunshot,No,2016
20731,30,Male,African-American/Black,Indianapolis,IN,39.8233225,-86.2373424,Gunshot,No,2016
20732,26,Male,Hispanic/Latino,Alexandria,VA,38.7413184,-77.1645034,Vehicle,No,2016
20733,25,Male,European-American/White,Austin,TX,30.2695977,-97.7514338,Gunshot,Unknown,2016
20734,69,Male,European-American/White,Eau Claire,WI,44.8236414,-91.5466031,Gunshot,No,2016
20735,36,Female,European-American/White,Notasulga,AL,32.5205771,-85.6522753,Gunshot,Yes,2016
20736,48,Male,European-American/White,Raceland,LA,29.7356385,-90.620118,Gunshot,Unknown,2016
20737,29,Male,Hispanic/Latino,Arlington,TX,32.6809779,-97.1219712,Gunshot,No,2016
20738,63,Male,Hispanic/Latino,Minneapolis,MN,44.9623578,-93.244125,Gunshot,Unknown,2016
20739,44,Male,African-American/Black,Indianapolis,IN,39.7815692,-86.1160977,Gunshot,Unknown,2016
20740,52,Male,European-American/White,West Springfield,MA,42.1330746,-72.6264733,Gunshot,Unknown,2016
20741,40,Female,African-American/Black,Gallatin,TN,36.3702482,-86.4367475,Gunshot,Unknown,2016
20742,56,Male,African-American/Black,St. Louis,MO,38.7390075,-90.2562716,Gunshot,No,2016
20743,19,Male,Race unspecified,Rochelle,IL,41.9339915,-89.0215952,Gunshot,No,2016
20744,60,Male,European-American/White,Oak Hill,OH,38.877284,-82.669214,Gunshot,No,2016
20745,39,Male,European-American/White,Manatee,FL,27.475909,-82.539535,Tasered,Yes,2016
20746,20,Male,Hispanic/Latino,Sylmar,CA,34.3076087,-118.4529836,Other,Yes,2016
20747,16,Male,African-American/Black,Seattle,WA,47.5385616,-122.3465848,Vehicle,No,2016
20748,21,Male,European-American/White,Seattle,WA,47.5385616,-122.3465848,Vehicle,No,2016
20749,45,Male,Hispanic/Latino,San Francisco,CA,37.7620235,-122.4161084,Gunshot,Unknown,2016
20750,44,Male,Native American/Alaskan,Omaha,NE,41.2125711,-95.9604827,Gunshot,No,2016
20751,40,Male,African-American/Black,Sacramento,CA,38.481371,-121.440523,Gunshot,Yes,2016
20752,43,Male,African-American/Black,Kentwood,MI,42.8974144,-85.6071228,Gunshot,No,2016
20753,25,Female,European-American/White,Chippewa Falls,WI,44.8835267,-91.4218027,Gunshot,Yes,2016
20754,34,Female,Race unspecified,Las Vegas,NV,36.2176164,-115.0933542,Vehicle,No,2016
20755,27,Male,African-American/Black,New Brunswick,NJ,40.4907687,-74.4604024,Gunshot,No,2016
20756,19,Male,African-American/Black,Philadelphia,PA,40.0397078,-75.1433925,Gunshot,No,2016
20757,56,Male,Race unspecified,East Cleveland,OH,41.5448365,-81.5705316,Vehicle,No,2016
20758,23,Male,Race unspecified,East Cleveland,OH,41.5448365,-81.5705316,Vehicle,No,2016
20759,26,Female,Race unspecified,Manchester,MO,38.6048883,-90.5103002,Vehicle,No,2016
20760,30,Male,African-American/Black,Sanford,FL,28.8285559,-81.3266159,Gunshot,No,2016
20761,30,Male,European-American/White,Rotterdam,NY,42.7758137,-73.9365691,Gunshot,Yes,2016
20762,30,Male,European-American/White,Modesto,CA,37.6485725,-120.9618276,Gunshot,No,2016
20763,65,Female,European-American/White,Dubuque,IA,42.4928445,-90.6619477,Medical emergency,Unknown,2016
20764,29,Male,Hispanic/Latino,Memphis,TN,35.0852169,-89.9312113,Gunshot,No,2016
20765,27,Male,Hispanic/Latino,Los Angeles,CA,34.0491373,-118.2269281,Gunshot,No,2016
20766,16,Male,African-American/Black,Chicago,IL,41.8674429,-87.7109419,Gunshot,No,2016
20767,72,Female,African-American/Black,Marrero,LA,29.8503005,-90.113521,Vehicle,No,2016
20768,32,Male,European-American/White,Watkins,IA,41.8897531,-91.9876023,Vehicle,No,2016
20769,22,Male,Hispanic/Latino,Las Vegas,NV,36.1472468,-115.1560311,Gunshot,No,2016
20770,58,Male,Race unspecified,Las Vegas,NV,36.1582465,-115.1054648,Gunshot,No,2016
20771,20,Male,European-American/White,Noma,FL,30.991877,-85.6157779,Gunshot,No,2016
20772,40,Male,European-American/White,Waseca,MN,44.0914294,-93.5050976,Gunshot,No,2016
20773,40,Male,European-American/White,Denver,CO,39.738449,-104.9902579,Gunshot,No,2016
20774,38,Male,Hispanic/Latino,Benton,IL,37.9747385,-88.9288724,Gunshot,No,2016
20775,35,Male,African-American/Black,Stockton,CA,38.024229,-121.2948176,Gunshot,No,2016
20776,49,Male,European-American/White,Llano,TX,30.7593422,-98.6751801,Gunshot,No,2016
20777,26,Male,European-American/White,Sparta,TN,36.0666219,-85.489328,Gunshot,No,2016
20778,54,Male,European-American/White,McPherson,KS,38.3767002,-97.5743332,Gunshot,Unknown,2016
20780,44,Male,African-American/Black,Baltimore,MD,39.2886738,-76.6397477,Gunshot,No,2016
20781,26,Male,European-American/White,Muncie,IN,40.1929134,-85.3384253,Gunshot,No,2016
20783,52,Male,European-American/White,Cache,OK,34.604498,-98.6026274,Gunshot,Yes,2016
20784,38,Male,Hispanic/Latino,Lake Elsinore,CA,33.6706036,-117.3296734,Gunshot,Unknown,2016
20785,56,Male,African-American/Black,Newberry,SC,34.283292,-81.5814807,Vehicle,No,2016
20786,53,Male,European-American/White,Antioch,IL,42.4716715,-88.1448807,Gunshot,No,2016
20787,27,Male,European-American/White,Victoria,TX,28.8922599,-96.9969867,Gunshot,Unknown,2016
20788,32,Male,African-American/Black,Queens,NY,40.6790399,-73.8054241,Gunshot,No,2016
20789,35,Female,African-American/Black,Dayton,OH,39.7421206,-84.2425843,Gunshot,No,2016
20790,38,Male,African-American/Black,Troy,NY,42.740125,-73.686366,Gunshot,No,2016
20791,31,Male,African-American/Black,Vineland,NJ,39.480877,-75.0214828,Gunshot,No,2016
20792,22,Male,European-American/White,El Paso,TX,31.872423,-106.553971,Gunshot,Yes,2016
20793,22,Male,European-American/White,Florence,AL,34.8392918,-87.6877194,Gunshot,No,2016
20794,35,Male,European-American/White,Hastings,MI,42.6097676,-85.3329887,Vehicle,No,2016
20795,28,Male,African-American/Black,Greenbelt,MD,39.0037463,-76.9002989,Gunshot,No,2016
20796,18,Male,African-American/Black,Mableton,GA,33.7947012,-84.5608315,Gunshot,No,2016
20797,36,Male,African-American/Black,Columbus,GA,32.4549699,-84.9447669,Vehicle,No,2016
20798,27,Male,Hispanic/Latino,Savoy,TX,33.5981703,-96.3599246,Gunshot,No,2016
20799,15,Male,African-American/Black,St. Louis,MO,38.6541509,-90.2197716,Gunshot,No,2016
20800,41,Male,Asian/Pacific Islander,Charlotte,NC,35.245803,-80.936933,Gunshot,No,2016
20801,38,Male,European-American/White,Blountsville,AL,34.1599125,-86.4690854,Gunshot,No,2016
20802,65,Female,European-American/White,Pittsburg,CA,38.0142826,-121.9119722,Vehicle,No,2016
20803,18,Male,European-American/White,Council Bluffs,IA,41.2817273,-95.8674338,Vehicle,No,2016
20804,41,Male,European-American/White,Homestead,FL,25.4371775,-80.4966027,Gunshot,No,2016
20805,52,Male,European-American/White,Perryville,AR,34.9735862,-92.7969676,Gunshot,No,2016
20806,45,Male,European-American/White,Falls Church,VA,38.8544105,-77.1920293,Medical emergency,Yes,2016
20807,31,Female,European-American/White,Silver City,NM,32.790628,-108.262275,Gunshot,No,2016
20808,48,Male,Hispanic/Latino,Everett,MA,42.402881,-71.0418939,Gunshot,Yes,2016
20809,29,Male,European-American/White,Austin,TX,30.1741433,-97.8864655,Gunshot,No,2016
20810,51,Male,European-American/White,Berne,NY,42.589216,-74.1829659,Gunshot,Yes,2016
20811,21,Male,African-American/Black,Fort Pierce,FL,27.4566181,-80.3437382,Gunshot,No,2016
20812,28,Male,African-American/Black,Topeka,KS,38.9989899,-95.6873432,Gunshot,No,2016
20813,33,Male,African-American/Black,Fayetteville,AR,36.095109,-94.152683,Gunshot,No,2016
20814,30,Male,European-American/White,Norfolk,VA,36.869628,-76.2799188,Gunshot,Yes,2016
20815,18,Male,European-American/White,Antigo,WI,45.1329663,-89.1740467,Gunshot,No,2016
20816,24,Male,European-American/White,Chandler,AZ,33.2891775,-111.8380362,Gunshot,Yes,2016
20817,53,Male,European-American/White,Gulfport,MS,30.3691295,-89.0831711,Tasered,Unknown,2016
20818,60,Female,European-American/White,East Flat Rock,NC,35.284624,-82.417936,Gunshot,Yes,2016
20819,46,Male,European-American/White,Captain Cook,HI,19.112571,-155.783463,Asphyxiated/Restrained,No,2016
20820,26,Male,African-American/Black,Chesapeake,VA,36.8168083,-76.2334082,Gunshot,Yes,2016
20821,24,Female,European-American/White,Albuquerque,NM,35.1462006,-106.5282598,Gunshot,No,2016
20822,28,Male,European-American/White,Lakewood,CO,39.7232904,-105.0814686,Gunshot,No,2016
20823,34,Male,Hispanic/Latino,Lawrence,MA,42.7001143,-71.1725598,Gunshot,No,2016
20824,34,Male,Asian/Pacific Islander,Atlanta,GA,33.8521282,-84.2658983,Gunshot,No,2016
20825,44,Male,European-American/White,Seguin,TX,29.5981826,-97.9509721,Gunshot,No,2016
20826,36,Male,European-American/White,Murray,UT,40.6466243,-111.8713661,Gunshot,No,2016
20827,21,Male,European-American/White,Westminster,CO,39.828783,-105.043952,Gunshot,No,2016
20828,37,Male,African-American/Black,Miami,FL,25.775735,-80.2060853,Gunshot,No,2016
20829,24,Male,African-American/Black,Houston,TX,29.7044547,-95.5567897,Gunshot,No,2016
20830,53,Male,European-American/White,Meridian,ID,43.5535456,-116.3213337,Gunshot,Yes,2016
20831,45,Male,European-American/White,Spokane,WA,47.655975,-117.412994,Gunshot,No,2016
20832,32,Male,European-American/White,Friendswood,TX,29.54639,-95.190566,Gunshot,Yes,2016
20833,55,Male,European-American/White,San Tan Valley,AZ,33.2197958,-111.5840902,Gunshot,No,2016
20834,48,Male,European-American/White,Jackson,MO,37.4708056,-89.5708299,Gunshot,No,2016
20835,68,Male,European-American/White,Wood Village,OR,45.5427432,-122.4183718,Vehicle,No,2016
20836,28,Male,Asian/Pacific Islander,Los Angeles,CA,34.228036,-118.471433,Gunshot,No,2016
20837,33,Male,European-American/White,Spanish Fork,UT,40.1486286,-111.7311002,Gunshot,No,2016
20838,42,Male,European-American/White,Wausau,WI,44.9795911,-89.6215525,Gunshot,No,2016
20839,26,Male,African-American/Black,Anderson,SC,34.5052519,-82.6344685,Tasered,Drug or alcohol use,2016
20840,25,Male,African-American/Black,Orlando,FL,28.5356065,-81.397288,Gunshot,No,2016
20841,28,Male,European-American/White,Alamo,TN,35.8585678,-89.1277472,Gunshot,No,2016
20843,53,Male,African-American/Black,Taylors,SC,34.9073786,-82.3291015,Gunshot,No,2016
20844,25,Female,European-American/White,Carthage,MO,37.1619871,-94.3280049,Vehicle,No,2016
20845,54,Male,African-American/Black,Baltimore,MD,39.3643727,-76.5869403,Gunshot,No,2016
20846,59,Male,European-American/White,Visalia,CA,36.3426444,-119.2638562,Gunshot,Yes,2016
20847,67,Male,European-American/White,Ocean City,MD,38.4091714,-75.0586044,Vehicle,No,2016
20848,18,Male,African-American/Black,Temecula,CA,33.4777335,-117.0902298,Gunshot,Unknown,2016
20849,43,Male,European-American/White,Roseville,CA,38.7425641,-121.2812125,Gunshot,Unknown,2016
20850,40,Male,European-American/White,Buffalo,MO,37.5781187,-93.1306625,Gunshot,Unknown,2016
20851,52,Male,European-American/White,Philadelphia,PA,39.9789773,-75.2683021,Gunshot,No,2016
20852,39,Male,European-American/White,Burien,WA,47.4713662,-122.3606737,Gunshot,No,2016
20853,65,Male,European-American/White,Katy,TX,29.8014601,-95.7435097,Gunshot,Unknown,2016
20854,26,Female,African-American/Black,Orlando,FL,28.5507268,-81.4418144,Gunshot,No,2016
20855,38,Male,African-American/Black,Milwaukee,WI,43.1340836,-88.0058937,Gunshot,No,2016
20856,36,Male,European-American/White,Gretna,LA,29.920944,-90.043548,Gunshot,No,2016
20857,22,Male,Race unspecified,Carthage,MO,37.1656719,-94.3459308,Vehicle,No,2016
20858,23,Male,African-American/Black,Weirton,WV,40.4098512,-80.5368228,Gunshot,Yes,2016
20859,57,Male,African-American/Black,Kalamazoo,MI,42.2855143,-85.5804185,Medical emergency,Drug or alcohol use,2016
20860,32,Male,Race unspecified,Lincoln Township,MI,43.9297824,-84.8929812,Gunshot,No,2016
20861,31,Male,Race unspecified,Arden Arcade,CA,38.5847975,-121.4107314,Gunshot,No,2016
20862,21,Male,African-American/Black,Long Beach,CA,33.795311,-118.1910691,Gunshot,No,2016
20863,37,Male,African-American/Black,Saint Petersburg,FL,27.749078,-82.6733526,Gunshot,No,2016
20864,26,Female,European-American/White,Decatur,IL,39.8635897,-88.9729269,Vehicle,No,2016
20865,79,Male,European-American/White,Norfolk,VA,36.896628,-76.3028129,Vehicle,No,2016
20866,29,Male,European-American/White,Lake Stevens,WA,48.0359589,-122.0589802,Gunshot,Yes,2016
20867,29,Male,European-American/White,Presque Isle,ME,46.6856865,-68.0143427,Gunshot,Unknown,2016
20868,44,Male,European-American/White,Cromwell,OK,35.387258,-96.448025,Vehicle,No,2016
20869,33,Male,African-American/Black,St. Paul,MN,44.9644015,-93.0931724,Gunshot,Unknown,2016
20870,33,Male,African-American/Black,El Paso,TX,31.9299017,-106.4183925,Gunshot,No,2016
20871,23,Male,European-American/White,Biloxi,MS,30.4610091,-88.8456753,Gunshot,Drug or alcohol use,2016
20872,26,Male,European-American/White,Chicago,IL,41.8040418,-87.7261639,Gunshot,No,2016
20873,59,Male,Race unspecified,Fort McCoy,FL,29.382546,-81.890258,Gunshot,No,2016
20874,29,Male,European-American/White,Nacogdoches,TX,31.5501193,-94.5871922,Gunshot,No,2016
20875,50,Male,European-American/White,Port St. Lucie,FL,27.3124282,-80.3714654,Vehicle,No,2016
20876,28,Male,African-American/Black,Taunton,MA,41.8674793,-71.0508034,Gunshot,No,2016
20877,51,Male,European-American/White,Tempe,AZ,33.421244,-111.923653,Gunshot,No,2016
